"Brand","Platform","Content Type","Title/Hook","Caption","Payment Link","Telegram Link","Image Asset"
"Astrolas","Instagram Reel","Reel 11","Life Path 1 Leadership","Life Path 1 traits, lucky colors, and career alignment secrets. 💳 Life Path Report (₹999 / $15): https://rzp.io/l/astrolas-lifepath #LifePath1","https://rzp.io/l/astrolas-lifepath","https://t.me/AstrolasCosmic","astrolas_numerology_chart.jpg"
"Astrolas","Instagram Reel","Reel 12","Fate Line Double Branch","Dual career paths and side-hustle timing shown in palmistry! 💳 Palmistry Scan (₹1,499 / $25): https://rzp.io/l/astrolas-palmistry #HastRekha","https://rzp.io/l/astrolas-palmistry","https://t.me/AstrolasCosmic","astrolas_palmistry_scanner.jpg"
"Astrolas","Instagram Reel","Reel 13","Numerology Number 3 Creativity","Communicators, artists, and creators: Tune your name harmony today! 💳 Starter Reading (₹499 / $9): https://rzp.io/l/astrolas-starter #Numerology3","https://rzp.io/l/astrolas-starter","https://t.me/AstrolasCosmic","astrolas_numerology_chart.jpg"
"Astrolas","Instagram Reel","Reel 14","Mercury Retrograde Guide","How to navigate Mercury retrograde and pick auspicious contract signing dates. ✈️ Join Telegram: https://t.me/AstrolasCosmic #Astrology","https://rzp.io/l/astrolas-starter","https://t.me/AstrolasCosmic","astrolas_numerology_chart.jpg"
"Astrolas","Instagram Reel","Reel 15","Sun Sign vs Life Path Number","Which one governs your daily decisions? Understand your dual astrological profile. 💳 Premium Reading (₹1,499 / $25): https://rzp.io/l/astrolas-premium #Zodiac","https://rzp.io/l/astrolas-premium","https://t.me/AstrolasCosmic","astrolas_numerology_chart.jpg"
"Astrolas","Instagram Reel","Reel 16","Mount of Saturn Ridge Analysis","Discipline, career longevity, and karma indicators on the palm. 💳 Palmistry Scanner (₹1,499 / $25): https://rzp.io/l/astrolas-palmistry #Palmistry","https://rzp.io/l/astrolas-palmistry","https://t.me/AstrolasCosmic","astrolas_palmistry_scanner.jpg"
"Astrolas","Instagram Reel","Reel 17","Name Number 5 Expansion","Why number 5 is the code of rapid business expansion and public visibility. 💳 Starter Reading (₹499 / $9): https://rzp.io/l/astrolas-starter #Numerology5","https://rzp.io/l/astrolas-starter","https://t.me/AstrolasCosmic","astrolas_numerology_chart.jpg"
"Astrolas","Instagram Reel","Reel 18","Zodiac Financial Transits","Which zodiac signs receive major financial shifts this quarter? 💳 Deep Dive Report (₹1,499 / $25): https://rzp.io/l/astrolas-deepdive #Astrology","https://rzp.io/l/astrolas-deepdive","https://t.me/AstrolasCosmic","astrolas_numerology_chart.jpg"
"Astrolas","Instagram Reel","Reel 19","Life Path 7 Intuition","Researchers, analysts, and intuitive thinkers: Master your birth number code. 💳 Life Path Report (₹999 / $15): https://rzp.io/l/astrolas-lifepath #LifePath7","https://rzp.io/l/astrolas-lifepath","https://t.me/AstrolasCosmic","astrolas_numerology_chart.jpg"
"Astrolas","Instagram Reel","Reel 20","Marriage Line Islands","Understanding relationship challenge indicators and Vedic remedies. 💳 Palmistry Scan (₹1,499 / $25): https://rzp.io/l/astrolas-palmistry #HastRekha","https://rzp.io/l/astrolas-palmistry","https://t.me/AstrolasCosmic","astrolas_palmistry_scanner.jpg"
"Astrolas","Instagram Reel","Reel 21","Lucky Mobile Number Check","Does your mobile phone number add up to a lucky total? Calculate your sum today. 💳 Starter Reading (₹499 / $9): https://rzp.io/l/astrolas-starter #MobileNumerology","https://rzp.io/l/astrolas-starter","https://t.me/AstrolasCosmic","astrolas_numerology_chart.jpg"
"Astrolas","Instagram Reel","Reel 22","Vedic vs Chaldean System","Why Chaldean sound vibration frequency is the gold standard for name correction. 💳 Premium Reading (₹1,499 / $25): https://rzp.io/l/astrolas-premium #Chaldean","https://rzp.io/l/astrolas-premium","https://t.me/AstrolasCosmic","astrolas_numerology_chart.jpg"
"Astrolas","Instagram Reel","Reel 23","Solar Return Birthday Transit","Your annual birthday transit forecast: 12-month wealth and career outlook. 💳 Deep Dive Report (₹1,499 / $25): https://rzp.io/l/astrolas-deepdive #SolarReturn","https://rzp.io/l/astrolas-deepdive","https://t.me/AstrolasCosmic","astrolas_numerology_chart.jpg"
"Astrolas","Instagram Reel","Reel 24","Head Line Analytical Capacity","Long vs short Head Line in palmistry: Logic, focus, and strategic thinking. 💳 Palmistry Scan (₹1,499 / $25): https://rzp.io/l/astrolas-palmistry #Palmistry","https://rzp.io/l/astrolas-palmistry","https://t.me/AstrolasCosmic","astrolas_palmistry_scanner.jpg"
"Astrolas","Instagram Reel","Reel 25","VIP Astrolas Consultation Portal","Inside the 24/7 Astrolas Consultation Assistant: Instant transit reports and Kundli alignment. 💳 VIP Access (₹4,999 / $69): https://rzp.io/l/astrolas-vip #AstrolasVIP","https://rzp.io/l/astrolas-vip","https://t.me/AstrolasCosmic","astrolas_numerology_chart.jpg"
"Astrolas","Instagram Post","Image 1","Chaldean Grid Infographic","Unlock your Chaldean Name Number & Lo Shu Grid alignment today. 💳 Starter Reading (₹499 / $9): https://rzp.io/l/astrolas-starter #Astrolas #Chaldean","https://rzp.io/l/astrolas-starter","https://t.me/AstrolasCosmic","astrolas_numerology_chart.jpg"
"Astrolas","Instagram Post","Image 2","Palm Scanner Mobile UI","Scan your palm lines instantly on your phone with the Astrolas Hast Rekha Scanner. 💳 Palmistry Report (₹1,499 / $25): https://rzp.io/l/astrolas-palmistry #HastRekha","https://rzp.io/l/astrolas-palmistry","https://t.me/AstrolasCosmic","astrolas_palmistry_scanner.jpg"
"Astrolas","Facebook","Image 3","24/7 Astro Consultation","Get instant answers to urgent career & transit questions from our Astro Assistant. 💳 Deep Dive (₹1,499 / $25): https://rzp.io/l/astrolas-deepdive #Astrology","https://rzp.io/l/astrolas-deepdive","https://t.me/AstrolasCosmic","astrolas_numerology_chart.jpg"
"Astrolas","Facebook","Image 4","Daily Planetary Transits","Daily auspicious Muhurat timing and lucky numerology tips. ✈️ Join Telegram: https://t.me/AstrolasCosmic #Horoscope","https://rzp.io/l/astrolas-starter","https://t.me/AstrolasCosmic","astrolas_numerology_chart.jpg"
"Astrolas","Instagram Post","Image 5","VIP Lifetime Consultation","Unlimited monthly consultations & full Kundli alignment report. 💳 VIP Access (₹4,999 / $69): https://rzp.io/l/astrolas-vip #AstrolasVIP","https://rzp.io/l/astrolas-vip","https://t.me/AstrolasCosmic","astrolas_numerology_chart.jpg"
"Astrolas","Long Video","Video 1","Chaldean Numerology Masterclass","Full 15-Minute Masterclass: How Chaldean Numerology & Lo Shu Grid Correct Your Life Path. 🌐 Web Portal: https://astrolas.netlify.app/#packages #Masterclass","https://rzp.io/l/astrolas-premium","https://t.me/AstrolasCosmic","astrolas_numerology_chart.jpg"
"Astrolas","Long Video","Video 2","Hast Rekha Palmistry Complete Guide","12-Minute Complete Guide: Reading Heart, Life & Fate Lines Live on Your Smartphone. 💳 Palmistry Scan: https://rzp.io/l/astrolas-palmistry #PalmistryGuide","https://rzp.io/l/astrolas-palmistry","https://t.me/AstrolasCosmic","astrolas_palmistry_scanner.jpg"
