Brand,Platform,Content Type,Title/Hook,Caption,Payment Link,Telegram Link,Image Asset
Lasavo School,Instagram Reel,School Reel 11,Gamified Learning Adventure for Grades 1 to 5,"Make math & phonics fun! Meet friendly 3D AI avatar teachers, earn star coins, and level up daily. 💳 Monthly Pass (₹499/mo): https://rzp.io/l/lasavo-school-monthly Telegram: https://t.me/LasavoSchool #KidsLearning #PrimarySchool #GamifiedEd #ParentingHacks",https://rzp.io/l/lasavo-school-annual,https://t.me/LasavoSchool,lasavo_school_primary_kids.jpg
Lasavo School,Instagram Reel,School Reel 12,Interactive Phonics & Reading Quest for Beginners,"Help your 6 to 9 year old build flawless reading fluency with tap-to-pronounce 3D story quests. 💳 Annual Pass (₹2,999/yr): https://rzp.io/l/lasavo-school-annual Telegram: https://t.me/LasavoSchool #PhonicsQuest #EarlyReading #Grade1to3 #LasavoSchool",https://rzp.io/l/lasavo-school-annual,https://t.me/LasavoSchool,lasavo_school_primary_kids.jpg
Lasavo School,Instagram Reel,School Reel 13,Mental Math Marvels for Primary Students,"Master addition, multiplication tables, and word problems through fun 3D puzzle challenges. 💳 Monthly Pass (₹499/mo): https://rzp.io/l/lasavo-school-monthly Telegram: https://t.me/LasavoSchool #MentalMath #MathGames #KidsBrainTrain #EdTech",https://rzp.io/l/lasavo-school-annual,https://t.me/LasavoSchool,lasavo_school_primary_kids.jpg
Lasavo School,Instagram Reel,School Reel 14,Geography & Science Quests for Young Explorers,"Travel the world virtually! Explore rain forests, solar systems, and oceans with 3D AI guides. 💳 Annual Pass (₹2,999/yr): https://rzp.io/l/lasavo-school-annual Telegram: https://t.me/LasavoSchool #ScienceKids #GeographyQuest #YoungGenius #LasavoSchool",https://rzp.io/l/lasavo-school-annual,https://t.me/LasavoSchool,lasavo_school_primary_kids.jpg
Lasavo School,Instagram Reel,School Reel 15,Personalized Learning Pace for Every Child,"No stress, no pressure. Lasavo School AI adapts difficulty dynamically to match your child's learning speed. 💳 Monthly Pass (₹499/mo): https://rzp.io/l/lasavo-school-monthly Telegram: https://t.me/LasavoSchool #AdaptiveLearning #ChildDevelopment #Parenting #EdTech",https://rzp.io/l/lasavo-school-annual,https://t.me/LasavoSchool,lasavo_school_primary_kids.jpg
Lasavo School,Instagram Reel,School Reel 16,Learn Python & Scratch Coding for K-12 Students,"Build real games, web apps, and AI bots directly inside Lasavo School's interactive cloud coding environment! 💳 Annual Pass (₹2,999/yr): https://rzp.io/l/lasavo-school-annual Telegram: https://t.me/LasavoSchool #CodingForKids #LearnPython #FutureDev #LasavoSchool",https://rzp.io/l/lasavo-school-annual,https://t.me/LasavoSchool,lasavo_school_k12_global.jpg
Lasavo School,Instagram Reel,School Reel 17,Interactive 3D Physics Lab in Your Pocket,"Conduct virtual pendulum experiments, optics ray-tracing, and electric circuit simulations safely at home. 💳 Monthly Pass (₹499/mo): https://rzp.io/l/lasavo-school-monthly Telegram: https://t.me/LasavoSchool #VirtualLab #PhysicsLab #STEMEducation #EdTech",https://rzp.io/l/lasavo-school-annual,https://t.me/LasavoSchool,lasavo_school_k12_global.jpg
Lasavo School,Instagram Reel,School Reel 18,Robotics & Artificial Intelligence Essentials for Kids,"Demystify how AI works! Learn neural networks, sensor logic, and computer vision with interactive lessons. 💳 Annual Pass (₹2,999/yr): https://rzp.io/l/lasavo-school-annual Telegram: https://t.me/LasavoSchool #RoboticsForKids #AIEducation #FutureSkills #LasavoSchool",https://rzp.io/l/lasavo-school-annual,https://t.me/LasavoSchool,lasavo_school_k12_global.jpg
Lasavo School,Instagram Reel,School Reel 19,Astronomy & Space Science Holographic Classroom,"Explore planetary orbits, black holes, and rocket trajectory math with immersive 3D space models. 💳 Monthly Pass (₹499/mo): https://rzp.io/l/lasavo-school-monthly Telegram: https://t.me/LasavoSchool #SpaceScience #AstronomyClass #FutureAstronaut #EdTech",https://rzp.io/l/lasavo-school-annual,https://t.me/LasavoSchool,lasavo_school_k12_global.jpg
Lasavo School,Instagram Reel,School Reel 20,Algebra & Geometry Visual Proof Engine,"Never memorize formulas blindly again! Understand pythagorean theorems, trigonometry, and coordinate geometry visually. 💳 Annual Pass (₹2,999/yr): https://rzp.io/l/lasavo-school-annual Telegram: https://t.me/LasavoSchool #VisualMath #GeometryProof #MathTutor #LasavoSchool",https://rzp.io/l/lasavo-school-annual,https://t.me/LasavoSchool,lasavo_school_cbse_icse_ai.jpg
Lasavo School,Instagram Reel,School Reel 21,Global K-12 AI School for International Students,"Aligned with IB (PYP, MYP, DP), Cambridge IGCSE, and US Common Core standards for global learners worldwide. 💳 Annual Pass (₹2,999/yr): https://rzp.io/l/lasavo-school-annual Telegram: https://t.me/LasavoSchool #IBWorldSchool #IGCSE #GlobalEducation #LasavoSchool",https://rzp.io/l/lasavo-school-annual,https://t.me/LasavoSchool,lasavo_school_k12_global.jpg
Lasavo School,Instagram Reel,School Reel 22,Cambridge IGCSE Math & Science Exam Booster,"Master extended math papers, physics past papers, and chemistry structured questions with AI feedback. 💳 Monthly Pass (₹499/mo): https://rzp.io/l/lasavo-school-monthly Telegram: https://t.me/LasavoSchool #IGCSEMath #CambridgeExams #GlobalStudent #EdTech",https://rzp.io/l/lasavo-school-annual,https://t.me/LasavoSchool,lasavo_school_k12_global.jpg
Lasavo School,Instagram Reel,School Reel 23,IB Diploma Programme (DP) Internal Assessment Guide,"Get AI structure reviews for Theory of Knowledge (TOK), Extended Essays, and IA research projects. 💳 Annual Pass (₹2,999/yr): https://rzp.io/l/lasavo-school-annual Telegram: https://t.me/LasavoSchool #IBDiploma #IBTOK #ExtendedEssay #LasavoSchool",https://rzp.io/l/lasavo-school-annual,https://t.me/LasavoSchool,lasavo_school_k12_global.jpg
Lasavo School,Instagram Reel,School Reel 24,Multilingual Global Classroom: Learn in 30+ Languages,"Toggle curriculum explanations in English, Spanish, Hindi, French, Japanese, and Arabic seamlessly. 💳 Monthly Pass (₹499/mo): https://rzp.io/l/lasavo-school-monthly Telegram: https://t.me/LasavoSchool #MultilingualEd #GlobalLearner #PolyglotKids #EdTech",https://rzp.io/l/lasavo-school-annual,https://t.me/LasavoSchool,lasavo_school_k12_global.jpg
Lasavo School,Instagram Reel,School Reel 25,AP & SAT Exam Prep for High School Global Scholars,"Prepare for AP Calculus, Physics, & Digital SAT exams with targeted practice modules and score analytics. 💳 Annual Pass (₹2,999/yr): https://rzp.io/l/lasavo-school-annual Telegram: https://t.me/LasavoSchool #SATPointers #APCalculus #CollegePrep #LasavoSchool",https://rzp.io/l/lasavo-school-annual,https://t.me/LasavoSchool,lasavo_school_cbse_icse_ai.jpg
Lasavo School,Instagram Reel,School Reel 26,Real-Time Parent Dashboard & Progress Reports,"Track your child's daily study hours, topic mastery percentage, and weak areas instantly from your phone! 💳 Monthly Pass (₹499/mo): https://rzp.io/l/lasavo-school-monthly Telegram: https://t.me/LasavoSchool #ParentDashboard #SmartParenting #EdTechAnalytics #LasavoSchool",https://rzp.io/l/lasavo-school-annual,https://t.me/LasavoSchool,lasavo_parent_dashboard.jpg
Lasavo School,Instagram Reel,School Reel 27,National & International Science Olympiad Prep,"Prepare for NSO, IMO, and Cyber Olympiad exams with mock tests, speed drills, and rank predictors. 💳 Annual Pass (₹2,999/yr): https://rzp.io/l/lasavo-school-annual Telegram: https://t.me/LasavoSchool #OlympiadPrep #MathOlympiad #ScienceGenius #LasavoSchool",https://rzp.io/l/lasavo-school-annual,https://t.me/LasavoSchool,lasavo_school_cbse_icse_ai.jpg
Lasavo School,Instagram Reel,School Reel 28,Daily Micro-Quizzes & Spaced Repetition Flashcards,Lock concepts into long-term memory with 5-minute daily AI review quizzes before bedtime. 💳 Monthly Pass (₹499/mo): https://rzp.io/l/lasavo-school-monthly Telegram: https://t.me/LasavoSchool #SpacedRepetition #StudyHacks #ExamSuccess #EdTech,https://rzp.io/l/lasavo-school-annual,https://t.me/LasavoSchool,lasavo_school_ncert_mastery.jpg
Lasavo School,Instagram Reel,School Reel 29,"Safe, Ad-Free & Distraction-Free Digital School","No ads, no social media distractions—just pure interactive learning designed for peace of mind. 💳 Annual Pass (₹2,999/yr): https://rzp.io/l/lasavo-school-annual Telegram: https://t.me/LasavoSchool #SafeLearning #ChildSafety #DigitalSchool #LasavoSchool",https://rzp.io/l/lasavo-school-annual,https://t.me/LasavoSchool,lasavo_school_primary_kids.jpg
Lasavo School,Instagram Reel,School Reel 30,Join the Lasavo School Global Student Community!,"Unlock unlimited K-12 learning across CBSE, ICSE, NCERT, and Global Curricula for your child today! 💳 Annual Pass (₹2,999/yr): https://rzp.io/l/lasavo-school-annual Telegram: https://t.me/LasavoSchool #LasavoSchool #FutureOfEducation #K12School #EnrollNow",https://rzp.io/l/lasavo-school-annual,https://t.me/LasavoSchool,lasavo_school_k12_global.jpg
